lahome,latravel,length
E06000024,E06000022,0.20491765697261682
E06000024,E06000023,7.335946384229792
E06000024,E06000024,71.42470194203182
E06000024,E06000025,0.3060109186849284
E06000024,E07000188,0.28727953334306366
E06000025,E06000022,1.772304850098103
E06000025,E06000023,21.793137450022417
E06000025,E06000024,0.10609444621038228
E06000025,E06000025,65.47622358550547
E06000025,E07000080,0.02106478415338835
E06000025,E07000082,0.11916915595727479
